fecha,autor,titulo,enlace,fuente_original,enlace_original
2023-02-23,Jagual Media,Poco movimiento de obreros en el puente atirantado no se ve porque están haciendo análisis forense,https://jayfonseca.com/poco-movimiento-de-obreros-en-el-puente-atirantado-no-se-ve-porque-estan-haciendo-analisis-forense/,El Nuevo Día,https://www.elnuevodia.com/noticias/gobierno/notas/la-act-encamina-analisis-forense-en-torno-a-la-construccion-del-puente-atirantado-de-naranjito/
2023-02-23,Jagual Media,Citada Wanda Vázquez esta tarde a la Cámara ,https://jayfonseca.com/citada-wanda-vazquez-esta-tarde-a-la-camara/,Jagual Media es Fuente Original,Jagual Media es Fuente Original
2023-02-23,Jagual Media,Escucha aquí el resumen de Noticias con Calle de hoy jueves 23 de febrero de 2023,https://jayfonseca.com/escucha-aqui-el-resumen-de-noticias-con-calle-de-hoy-jueves-23-de-febrero-de-2023/,Jagual Media es Fuente Original,Jagual Media es Fuente Original
2023-02-22,Jagual Media,Justicia cita a De Castro Font como parte de la investigación sobre Sixto George,https://jayfonseca.com/justicia-cita-a-de-castro-font-como-parte-de-la-investigacion-sobre-sixto-george/,El Nuevo Día,https://www.elnuevodia.com/noticias/gobierno/notas/justicia-cita-al-exlegislador-jorge-de-castro-font-como-parte-de-la-investigacion-sobre-sixto-george/
2023-02-22,Jagual Media,Municipio de Aguadilla no tiene reparo con que se otorgue tiempo adicional para que compañía complete trabajos de demolición,https://jayfonseca.com/municipio-de-aguadilla-no-tiene-reparo-con-que-se-otorgue-tiempo-adicional-para-que-compania-complete-trabajos-de-demolicion/,Metro,https://www.metro.pr/noticias/2023/02/22/municipio-de-aguadilla-no-tiene-reparo-con-que-se-otorgue-tiempo-adicional-para-que-compania-complete-trabajos-de-demolicion/
2023-02-22,Jagual Media,46 meses de cárcel para contratista Mario Villegas,https://jayfonseca.com/46-meses-de-carcel-para-contratista-mario-villegas/,Jagual Media es Fuente Original,Jagual Media es Fuente Original
2023-02-22,Jagual Media,Cano Delgado trabaja en un colmado y busco tener contacto con empresario al que delató ante federales,https://jayfonseca.com/cano-delgado-trabaja-en-un-colmado-y-busco-tener-contacto-con-empresario-al-que-delato-ante-federales/,Noticel,https://www.noticel.com/tribunales/ahora/top-stories/20230222/el-cano-ahora-trabaja-en-colmado-y-le-advierten-que-no-se-acerque-a-las-personas-que-delato/
2023-02-22,Jagual Media,Vea aquí el resumen de Noticias con Calle de hoy miércoles 22 de febrero de 2023,https://jayfonseca.com/vea-aqui-el-resumen-de-noticias-con-calle-de-hoy-miercoles-22-de-febrero-de-2023/,Jagual Media es Fuente Original,Jagual Media es Fuente Original
2023-02-22,Jagual Media,Pierluisi defiende compra de propiedades por inversionistas en Río Piedras,https://jayfonseca.com/pierluisi-defiende-compra-de-propiedades-por-inversionistas-en-rio-piedras/,El Vocero,https://www.elvocero.com/gobierno/fortaleza/pierluisi-defiende-compra-de-propiedades-en-r-o-piedras/article_44a78972-b253-11ed-aeff-971d0f244cb4.html
2023-02-22,Jagual Media,Pierde caso Zoraida Buxó,https://jayfonseca.com/pierde-caso-zoraida-buxo/,Jagual Media es Fuente Original,Jagual Media es Fuente Original
2023-02-22,Hermes Ayala Guzmán,Los dolores de Isla Nena: testimonios del viacrucis viequense,https://jayfonseca.com/los-dolores-de-isla-nena-testimonios-del-viacrucis-viequense/,investigaciónVea la investigación de Cuarto Poder aquí,http://www.tandfonline.com/doi/full/10.1080/23779497.2017.1369358?scroll=top&needAccess=true&ueshttps://www.wapa.tv/programas/cuartopoder/continua-la-necesidad-medica-en-vieques_20131122547028.html
2023-02-22,Jagual Media,Cargos por explotación financiera y fraude contra dos hogares de envejecientes y sus propietarios,https://jayfonseca.com/cargos-por-explotacion-financiera-y-fraude-contra-dos-hogares-de-envejecientes-y-sus-propietarios/,Jagual Media es Fuente Original,Jagual Media es Fuente Original
2023-02-22,Cynthia López Cabán,Exmanejador de Ozuna alega “persecución” en su contra,https://jayfonseca.com/exmanejador-de-ozuna-alega-persecucion-en-su-contra/,Exmanejador del cantante Ozuna no quiere acudir a cita con fiscalía,https://www.wapa.tv/programas/cuartopoder/ex-manejador-del-cantante-ozuna-no-quiere-acudir-a-cita-con-fiscalia_20131122547026.html
2023-02-21,Jagual Media,Cámara cita a Wanda Vázquez para que declare sobre alegaciones de paralización de pesquisas,https://jayfonseca.com/camara-cita-a-wanda-vazquez-para-que-declare-sobre-alegaciones-de-paralizacion-de-pesquisas/,Jagual Media es Fuente Original,Jagual Media es Fuente Original
2023-02-21,Hermes Ayala Guzmán,"Los dolores de la Isla Nena: Marianne, Eliezer y el “caos en el paraíso”",https://jayfonseca.com/los-dolores-de-la-isla-nena-marianne-eliezer-y-el-caos-en-el-paraiso/,Vea el reportaje de Cuarto Poder aquí,https://www.wapa.tv/programas/cuartopoder/continua-la-necesidad-medica-en-vieques_20131122547028.html
2023-02-21,Jagual Media,Dos años de cárcel para contratista municipal José Bou Santiago,https://jayfonseca.com/dos-anos-de-carcel-para-contratista-municipal-jose-bou-santiago/,Jagual Media es Fuente Original,Jagual Media es Fuente Original
2023-02-21,Jagual Media,Influencer Chris Agront se declara culpable de evasión contributiva y pagará más de $8.3 millones,https://jayfonseca.com/influencer-chris-agront-se-declara-culpable-de-evasion-contributiva-y-pagara-mas-de-8-3-millones/,Jagual Media es Fuente Original,Jagual Media es Fuente Original
2023-02-21,Jagual Media,Vea aquí el resumen de Noticias con Calle de hoy martes 21 de febrero de 2023,https://jayfonseca.com/vea-aqui-el-resumen-de-noticias-con-calle-de-hoy-martes-21-de-febrero-de-2023/,Jagual Media es Fuente Original,Jagual Media es Fuente Original
2023-02-21,Jagual Media,Escucha el resumen de Noticias con Calle de hoy martes 21 de febrero de 2023,https://jayfonseca.com/escucha-el-resumen-de-noticias-con-calle-de-hoy-martes-21-de-febrero-de-2023/,Jagual Media es Fuente Original,Jagual Media es Fuente Original
2023-02-21,Jagual Media,Oscar Santamaría operaba con red de empresarios que le daban dinero para sobornar alcaldes,https://jayfonseca.com/oscar-santamaria-operaba-con-red-de-empresarios-que-le-daban-dinero-para-sobornar-alcaldes/,Noticel,https://www.noticel.com/tribunales/ahora/top-stories/20230221/santamaria-tenia-club-de-inversionistas-politicos-para-sobornar-en-municipios/
2023-02-21,Jagual Media,Muere uno de tres menores heridos de bala en medio de tiroteo en residencial en Cataño,https://jayfonseca.com/muere-uno-de-tres-menores-heridos-de-bala-en-medio-de-tiroteo-en-residencial-en-catano/,El Nuevo Día,https://www.elnuevodia.com/noticias/seguridad/notas/fallece-uno-de-tres-menores-heridos-de-bala-en-medio-de-tiroteo-en-residencial-en-catano/
2023-02-20,Jagual Media,Alcalde de Arecibo transa por miles de billetes ante el FEI,https://jayfonseca.com/alcalde-de-arecibo-transa-por-miles-de-billetes-ante-el-fei/,Resolución del PFEI,https://jayfonseca.com/wp-content/uploads/2023/02/Resolucion-FEI-Arecibo.pdf
2023-02-17,Jagual Media,Federales se meten a investigar posible maltrato de animales en zoológico de Mayagüez,https://jayfonseca.com/federales-se-meten-a-investigar-posible-maltrato-de-animales-en-zoologico-de-mayaguez/,Jagual Media es Fuente Original,Jagual Media es Fuente Original
2023-02-17,Jagual Media,Escucha el resumen de Noticias con Calle de hoy viernes 17 de febrero de 2023,https://jayfonseca.com/escucha-el-resumen-de-noticias-con-calle-de-hoy-viernes-17-de-febrero-de-2023/,Jagual Media es Fuente Original,Jagual Media es Fuente Original
2023-02-17,Jagual Media,Vea aquí el resumen de Noticias con Calle de hoy viernes 17 de febrero de 2023,https://jayfonseca.com/vea-aqui-el-resumen-de-noticias-con-calle-de-hoy-viernes-17-de-febrero-de-2023/,Jagual Media es Fuente Original,Jagual Media es Fuente Original
2023-02-17,Katriana Vélez,Sal pa’ fuera en la Cámara ante citación de Jenniffer González para hablar de sus denuncias de persecución política en el Gobierno,https://jayfonseca.com/salpafuera-en-la-camara-ante-citacion-de-jenniffer-gonzalez-para-hablar-de-sus-denuncias-de-persecucion-politica-en-el-gobierno/,Jagual Media es Fuente Original,Jagual Media es Fuente Original
2023-02-17,Jagual Media,Contratista pidió al Cano que le devolviera Rolex cuando se enteró de pesquisa federal,https://jayfonseca.com/contratista-pidio-al-cano-que-le-devolviera-rolex-cuando-se-entero-de-pesquisa-federal/,Noticel,https://www.noticel.com/tribunales/ahora/top-stories/20230217/contratista-pidio-al-cano-que-le-devolviera-rolex-cuando-se-entero-de-pesquisa/
2023-02-17,Jagual Media,Justicia asegura ley impide entregar a la Cámara documentos relacionados con la muerte de Kevin Fret y Cotto Cartagena,https://jayfonseca.com/justicia-asegura-ley-impide-entregar-a-la-camara-documentos-relacionados-con-la-muerte-de-kevin-fret-y-cotto-cartagena/,"Núm. 2, , ",Jagual Media es Fuente Original
2023-02-17,Jagual Media,Tribunal emite orden de protección contra Eliezer Molina,https://jayfonseca.com/tribunal-emite-orden-de-proteccion-contra-eliezer-molina/,Jagual Media es Fuente Original,Jagual Media es Fuente Original
2023-02-17,Jagual Media,JGo irá hoy a la Cámara a explicar supuesta persecución contra empleados públicos que la apoyan,https://jayfonseca.com/jgo-ira-hoy-a-la-camara-a-explicar-supuesta-persecucion-contra-empleados-publicos-que-la-apoyan/,El Nuevo Día,https://www.elnuevodia.com/noticias/legislatura/notas/jenniffer-gonzalez-declarara-ante-la-camara-de-representantes-sobre-supuesta-persecucion-a-seguidores/?r=39293
2023-02-16,Jagual Media,Cerrarán 4 mil negocios por aumento de la luz,https://jayfonseca.com/cerraran-4-mil-negocios-por-aumento-de-la-luz/,El Nuevo Día,https://www.elnuevodia.com/negocios/empresas-comercios/notas/comerciantes-advierten-el-cierre-de-negocios-por-posible-aumento-en-la-luz/
2023-02-16,Jagual Media,Malas las notas que le dan a Rafael “Tatito” Hernández y José Luis Dalmau,https://jayfonseca.com/malas-las-notas-que-le-dan-a-rafael-tatito-hernandez-y-jose-luis-dalmau/,El Nuevo Día,https://www.elnuevodia.com/noticias/locales/notas/rafael-tatito-hernandez-y-jose-luis-dalmau-conoce-que-notas-sacaron-los-presidentes-legislativos/
2023-02-16,Jagual Media,Escucha aquí el resumen de Noticias con Calle de hoy jueves 16 de febrero de 2023,https://jayfonseca.com/escucha-aqui-el-resumen-de-noticias-con-calle-de-hoy-jueves-16-de-febrero-de-2023/,Jagual Media es Fuente Original,Jagual Media es Fuente Original
2023-02-16,Jagual Media,Fiscalía revela foto del soborno en “cash” que recibió Cano Delgado  ,https://jayfonseca.com/fiscalia-revela-foto-del-soborno-en-cash-que-recibio-cano-delgado/,Noticel,https://www.noticel.com/tribunales/ahora/top-stories/20230216/muestran-pago-corrupto-a-el-cano-y-piden-sentencia-de-miedo-a-contratistas/
2023-02-16,Jagual Media,Sentimientos  mixtos sobre ejecutoria del Alcalde de San Juan,https://jayfonseca.com/sentimientos-mixtos-sobre-ejecutoria-del-alcalde-de-san-juan/,El Nuevo Día,https://www.elnuevodia.com/noticias/locales/notas/miguel-romero-lugo-evaluan-el-trabajo-del-alcalde-de-san-juan/
2023-02-16,Jagual Media,Vea aquí el resumen de Noticias con Calle de hoy 16 de febrero de 2023,https://jayfonseca.com/vea-aqui-el-resumen-de-noticias-con-calle-de-hoy-16-de-febrero-de-2023/,Jagual Media es Fuente Original,Jagual Media es Fuente Original
2023-02-16,Jagual Media,Empresario que mató perrita a tiros en campo de golf dormirá hoy en prisión,https://jayfonseca.com/empresario-que-mato-perrita-a-tiros-en-campo-de-golf-dormira-hoy-en-prision/,Jagual Media es Fuente Original,Jagual Media es Fuente Original
2023-02-16,Cynthia López Cabán,Testigo estrella en asesinato por encargo de empresaria rechazó propuesta de reducción de sentencia antes de buscarse un abogado privado,https://jayfonseca.com/testigo-estrella-en-asesinato-por-encargo-de-empresaria-rechazo-propuesta-de-reduccion-de-sentencia-antes-de-buscarse-un-abogado-privado/,Jagual Media es Fuente Original,Jagual Media es Fuente Original
2023-02-16,Jagual Media,Republicanos buscan reducir los cupones,https://jayfonseca.com/republicanos-buscan-reducir-los-cupones/,WaPost,https://www.washingtonpost.com/us-policy/2023/02/16/food-stamps-gop-proposed-cuts/?utm_campaign=wp_post_most&utm_medium=email&utm_source=newsletter&wpisrc=nl_most&carta-url=https%3A%2F%2Fs2.washingtonpost.com%2Fcar-ln-tr%2F3924733%2F63ee61841b79c61f87964628%2F6375a7351c32853cd94e1d20%2F47%2F72%2F63ee61841b79c61f87964628&wp_cu=6669f977e5a31e5af2b89aa8750495e5%7CC7FDED66462B61A7E0530100007F3E40
2023-02-16,Jay Fonseca,Fiscalía acudirá al Tribunal para citar al productor de Ozuna,https://jayfonseca.com/fiscalia-acudira-al-tribunal-para-citar-al-productor-de-ozuna/,Jagual Media es Fuente Original,Jagual Media es Fuente Original
2023-02-15,Jagual Media,Charlie Delgado lidera encuesta en el PPD pero no incluyen a Jesús Manuel y Alcalde de Villalba,https://jayfonseca.com/charlie-delgado-lidera-encuesta-en-el-ppd-pero-no-incluyen-a-jesus-manuel-y-alcalde-de-villalba/,El Nuevo Día,https://www.elnuevodia.com/noticias/locales/notas/renida-entre-populares-una-primaria-por-la-candidatura-a-la-gobernacion/
2023-02-15,Jagual Media,Escucha aquí el resumen de Noticias con Calle de hoy miércoles 15 de febrero de 2023,https://jayfonseca.com/escucha-aqui-el-resumen-de-noticias-con-calle-de-hoy-miercoles-15-de-febrero-de-2023/,Jagual Media es Fuente Original,Jagual Media es Fuente Original
2023-02-15,Jagual Media,Sin mucho arraigo entre los electores las alianzas entre partidos,https://jayfonseca.com/sin-mucho-arraigo-entre-los-electores-las-alianzas-entre-partidos/,El Nuevo Día ,https://www.elnuevodia.com/noticias/politica/notas/con-limitado-apoyo-las-alianzas-politicas-en-las-proximas-elecciones/
2023-02-15,Jagual Media,Manuel Natal hace referido a Justicia sobre plugola,https://jayfonseca.com/manuel-natal-hace-referido-a-justicia-sobre-plugola/,Jagual Media es Fuente Original,Jagual Media es Fuente Original
2023-02-15,Jagual Media,MVC y Proyecto Dignidad cuentan con mejor percepción fuera de San Juan,https://jayfonseca.com/mvc-y-proyecto-dignidad-cuentan-con-mejor-percepcion-fuera-de-san-juan/,El Nuevo Día,https://www.elnuevodia.com/noticias/politica/notas/los-partidos-emergentes-cuentan-con-mayor-arraigo-fuera-de-san-juan/
2023-02-15,Jagual Media,Barrida de JGo a Pierluisi en la encuesta de El Nuevo Día,https://jayfonseca.com/barrida-de-jgo-a-pierluisi-en-la-encuesta-de-el-nuevo-dia/,El Nuevo Día,https://www.elnuevodia.com/noticias/politica/notas/quien-prevaleceria-en-una-primaria-del-pnp-por-la-gobernacion-entre-pedro-pierluisi-y-jenniffer-gonzalez/
2023-02-15,Jagual Media,Vea aquí el resumen de Noticias con Calle de hoy miércoles 15 de febrero de 2023,https://jayfonseca.com/vea-aqui-el-resumen-de-noticias-con-calle-de-hoy-miercoles-15-de-febrero-de-2023/,Jagual Media es Fuente Original,Jagual Media es Fuente Original
2023-02-15,Cynthia López Cabán,Vicente Saavedra no acudirá mañana a citación de Fiscalía en caso de Kevin Fret,https://jayfonseca.com/vicente-saavedra-no-acudira-manana-a-citacion-de-fiscalia-en-caso-de-kevin-fret/,Jagual Media es Fuente Original,Jagual Media es Fuente Original
2023-02-15,Jagual Media,Fiscalía pudiera rastrear quién paga abogado privado de testigo estrella en asesinato de empresaria a manos de su hijastra,https://jayfonseca.com/fiscalia-pudiera-rastrear-quien-paga-abogado-privado-de-testigo-estrella-en-asesinato-de-empresaria-a-manos-de-su-hijastra/,Vea la entrevista completa de Cuarto Poder aquí,https://www.wapa.tv/noticias/locales/hoy-se-decide-la-fecha-para-continuar-el-juicio-por-asesinato-de-empresaria_20131122499648.html
2023-02-15,Cynthia López Cabán,Comisionada Residente gasta casi lo mismo en escoltas que el Gobernador,https://jayfonseca.com/comisionada-residente-gasta-casi-lo-mismo-en-escoltas-que-el-gobernador/,Sigue el despilfarro de dinero público en escoltas,https://www.wapa.tv/programas/cuartopoder/sigue-el-despilfarro-de-dinero-publico-en-escoltas_20131122546586.html
2023-02-14,Cynthia López Cabán,Senado de Estados Unidos confirma a Gina Méndez como jueza federal,https://jayfonseca.com/senado-de-estados-unidos-confirma-a-gina-mendez-como-jueza-federal/,Jagual Media es Fuente Original,Jagual Media es Fuente Original
2023-02-14,Hermes Ayala Guzmán,¿Y los estudios? Falta transparencia en traspaso del Sixto Escobar a dueño del Normandie,https://jayfonseca.com/y-los-estudios-falta-transparencia-en-traspaso-del-sixto-escobar-a-dueno-del-normandie/,Jagual Media es Fuente Original,Jagual Media es Fuente Original
2023-02-14,Jagual Media,Vea aquí el resumen de Noticias con Calle de hoy martes 14 de febrero de 2023,https://jayfonseca.com/vea-aqui-el-resumen-de-noticias-con-calle-de-hoy-martes-14-de-febrero-de-2023/,Jagual Media es Fuente Original,Jagual Media es Fuente Original
2023-02-14,Jagual Media,Escucha aquí el resumen de Noticias con Calle de hoy martes 14 de febrero de 2023,https://jayfonseca.com/escucha-aqui-el-resumen-de-noticias-con-calle-de-hoy-martes-14-de-febrero-de-2023/,Jagual Media es Fuente Original,Jagual Media es Fuente Original
2023-02-14,Jagual Media,Cerca de la mitad recorta gastos personales por la inflación,https://jayfonseca.com/cerca-de-la-mitad-recorta-gastos-personales-por-la-inflacion/,El Nuevo Día,https://www.elnuevodia.com/noticias/locales/notas/drastico-recorte-en-gastos-personales-por-la-inflacion/?r=22134
